Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Quarter,Order Month Name,Order Day of Week,Order Day Name,Processing Days,Is Profitable,Discount Tier,Profit Margin
1720,US-0163,2023-04-27,2023-04-27,Same Day,CG-00118,Customer 118,Home Office,United States,Utah,Utah,37479,West,FUR-OFF-0033,Office Supplies,Binders,Binders Model 3,8.56,2,0.1,1.5,2023,4,2,Apr,3,Thursday,0,True,Low (0-10%),17.52
1721,US-0174,2023-04-27,2023-04-30,Second Class,CG-00029,Customer 29,Home Office,United States,Georgia,Georgia,34505,South,FUR-OFF-0047,Office Supplies,Labels,Labels Model 2,6.47,1,0.15,1.26,2023,4,2,Apr,3,Thursday,3,True,Medium (10-30%),19.47
1722,US-0174,2023-04-27,2023-04-30,Second Class,CG-00029,Customer 29,Home Office,United States,Georgia,Georgia,85674,South,FUR-OFF-0049,Office Supplies,Labels,Labels Model 4,11.84,1,0.0,2.32,2023,4,2,Apr,3,Thursday,3,True,No Discount,19.59
1723,US-0896,2023-04-28,2023-05-03,Standard Class,CG-00350,Customer 350,Corporate,United States,Colorado,Colorado,28700,West,FUR-TEC-0071,Technology,Copiers,Copiers Model 1,11925.3,3,0.0,4734.54,2023,4,2,Apr,4,Friday,5,True,No Discount,39.7
1724,US-0726,2023-04-28,2023-05-04,Standard Class,CG-00305,Customer 305,Corporate,United States,Wisconsin,Wisconsin,92180,Central,FUR-FUR-0010,Furniture,Chairs,Chairs Model 5,1568.85,3,0.1,326.08,2023,4,2,Apr,4,Friday,6,True,Low (0-10%),20.78
1725,US-0896,2023-04-28,2023-05-03,Standard Class,CG-00350,Customer 350,Corporate,United States,Colorado,Colorado,16929,West,FUR-OFF-0025,Office Supplies,Appliances,Appliances Model 5,275.46,1,0.05,80.42,2023,4,2,Apr,4,Friday,5,True,Low (0-10%),29.19
1726,US-0726,2023-04-28,2023-05-04,Standard Class,CG-00305,Customer 305,Corporate,United States,Wisconsin,Wisconsin,17857,Central,FUR-TEC-0082,Technology,Phones,Phones Model 2,3210.67,5,0.0,981.61,2023,4,2,Apr,4,Friday,6,True,No Discount,30.57
1727,US-0591,2023-04-30,2023-05-03,First Class,CG-00257,Customer 257,Home Office,United States,Minnesota,Minnesota,73470,Central,FUR-OFF-0065,Office Supplies,Supplies,Supplies Model 5,25.38,3,0.0,3.23,2023,4,2,Apr,6,Sunday,3,True,No Discount,12.73
1728,US-0591,2023-04-30,2023-05-03,First Class,CG-00257,Customer 257,Home Office,United States,Minnesota,Minnesota,84350,Central,FUR-TEC-0082,Technology,Phones,Phones Model 2,1284.27,2,0.0,565.19,2023,4,2,Apr,6,Sunday,3,True,No Discount,44.01
1729,US-0591,2023-04-30,2023-05-03,First Class,CG-00257,Customer 257,Home Office,United States,Minnesota,Minnesota,32509,Central,FUR-TEC-0084,Technology,Phones,Phones Model 4,110.38,1,0.0,46.77,2023,4,2,Apr,6,Sunday,3,True,No Discount,42.37
1730,US-0041,2023-05-01,2023-05-05,Second Class,CG-00149,Customer 149,Home Office,United States,Minnesota,Minnesota,95437,Central,FUR-OFF-0049,Office Supplies,Labels,Labels Model 4,40.26,4,0.15,10.29,2023,5,2,May,0,Monday,4,True,Medium (10-30%),25.56
1731,US-0041,2023-05-01,2023-05-05,Second Class,CG-00149,Customer 149,Home Office,United States,Minnesota,Minnesota,68947,Central,FUR-TEC-0079,Technology,Machines,Machines Model 4,5697.75,5,0.0,1255.98,2023,5,2,May,0,Monday,4,True,No Discount,22.04
1732,US-0166,2023-05-01,2023-05-04,Second Class,CG-00145,Customer 145,Corporate,United States,Georgia,Georgia,31802,South,FUR-TEC-0073,Technology,Copiers,Copiers Model 3,524.85,1,0.0,141.75,2023,5,2,May,0,Monday,3,True,No Discount,27.01
1733,US-0559,2023-05-03,2023-05-04,First Class,CG-00174,Customer 174,Home Office,United States,Oregon,Oregon,98918,West,FUR-FUR-0007,Furniture,Chairs,Chairs Model 2,84.21,1,0.1,-0.43,2023,5,2,May,2,Wednesday,1,False,Low (0-10%),-0.51
1734,US-0445,2023-05-03,2023-05-06,Second Class,CG-00355,Customer 355,Consumer,United States,Tennessee,Tennessee,29400,South,FUR-OFF-0040,Office Supplies,Envelopes,Envelopes Model 5,6.95,1,0.1,0.92,2023,5,2,May,2,Wednesday,3,True,Low (0-10%),13.24
1735,US-0626,2023-05-03,2023-05-05,First Class,CG-00385,Customer 385,Home Office,United States,Ohio,Ohio,46505,Central,FUR-OFF-0024,Office Supplies,Appliances,Appliances Model 4,644.83,3,0.1,142.9,2023,5,2,May,2,Wednesday,2,True,Low (0-10%),22.16
1736,US-0442,2023-05-04,2023-05-07,Second Class,CG-00171,Customer 171,Corporate,United States,Indiana,Indiana,17329,Central,FUR-FUR-0004,Furniture,Bookcases,Bookcases Model 4,678.93,2,0.0,116.3,2023,5,2,May,3,Thursday,3,True,No Discount,17.13
1737,US-0442,2023-05-04,2023-05-07,Second Class,CG-00171,Customer 171,Corporate,United States,Indiana,Indiana,55603,Central,FUR-TEC-0082,Technology,Phones,Phones Model 2,2568.53,4,0.0,731.76,2023,5,2,May,3,Thursday,3,True,No Discount,28.49
1738,US-0511,2023-05-05,2023-05-10,Second Class,CG-00246,Customer 246,Consumer,United States,Georgia,Georgia,63188,South,FUR-FUR-0010,Furniture,Chairs,Chairs Model 5,1045.9,2,0.1,62.65,2023,5,2,May,4,Friday,5,True,Low (0-10%),5.99
1739,US-0288,2023-05-06,2023-05-10,Second Class,CG-00234,Customer 234,Consumer,United States,Colorado,Colorado,12506,West,FUR-FUR-0008,Furniture,Chairs,Chairs Model 3,2238.82,4,0.2,418.53,2023,5,2,May,5,Saturday,4,True,Medium (10-30%),18.69
1740,US-0288,2023-05-06,2023-05-10,Second Class,CG-00234,Customer 234,Consumer,United States,Colorado,Colorado,31611,West,FUR-TEC-0068,Technology,Accessories,Accessories Model 3,242.64,1,0.0,49.07,2023,5,2,May,5,Saturday,4,True,No Discount,20.22
1741,US-0288,2023-05-06,2023-05-10,Second Class,CG-00234,Customer 234,Consumer,United States,Colorado,Colorado,74248,West,FUR-TEC-0075,Technology,Copiers,Copiers Model 5,18404.29,5,0.0,5576.33,2023,5,2,May,5,Saturday,4,True,No Discount,30.3
1742,US-1055,2023-05-07,2023-05-14,Standard Class,CG-00368,Customer 368,Consumer,United States,Massachusetts,Massachusetts,28242,East,FUR-OFF-0065,Office Supplies,Supplies,Supplies Model 5,28.77,4,0.15,7.4,2023,5,2,May,6,Sunday,7,True,Medium (10-30%),25.72
1743,US-0754,2023-05-09,2023-05-16,Standard Class,CG-00215,Customer 215,Corporate,United States,Georgia,Georgia,86697,South,FUR-OFF-0032,Office Supplies,Binders,Binders Model 2,7.6,1,0.0,2.23,2023,5,2,May,1,Tuesday,7,True,No Discount,29.34
1744,US-0165,2023-05-09,2023-05-13,Second Class,CG-00292,Customer 292,Home Office,United States,Pennsylvania,Pennsylvania,80373,East,FUR-TEC-0072,Technology,Copiers,Copiers Model 2,1394.22,1,0.0,571.38,2023,5,2,May,1,Tuesday,4,True,No Discount,40.98
1745,US-0165,2023-05-09,2023-05-13,Second Class,CG-00292,Customer 292,Home Office,United States,Pennsylvania,Pennsylvania,81256,East,FUR-TEC-0084,Technology,Phones,Phones Model 4,397.37,4,0.1,99.84,2023,5,2,May,1,Tuesday,4,True,Low (0-10%),25.13
1746,US-0883,2023-05-11,2023-05-12,First Class,CG-00152,Customer 152,Home Office,United States,Ohio,Ohio,95542,Central,FUR-OFF-0065,Office Supplies,Supplies,Supplies Model 5,8.46,1,0.0,1.7,2023,5,2,May,3,Thursday,1,True,No Discount,20.09
1747,US-0883,2023-05-11,2023-05-12,First Class,CG-00152,Customer 152,Home Office,United States,Ohio,Ohio,15130,Central,FUR-TEC-0078,Technology,Machines,Machines Model 3,944.19,3,0.0,264.56,2023,5,2,May,3,Thursday,1,True,No Discount,28.02
1748,US-0781,2023-05-13,2023-05-16,First Class,CG-00079,Customer 79,Corporate,United States,Utah,Utah,69546,West,FUR-TEC-0075,Technology,Copiers,Copiers Model 5,3680.86,1,0.0,604.78,2023,5,2,May,5,Saturday,3,True,No Discount,16.43
1749,US-0781,2023-05-13,2023-05-16,First Class,CG-00079,Customer 79,Corporate,United States,Utah,Utah,64879,West,FUR-TEC-0082,Technology,Phones,Phones Model 2,642.13,1,0.0,272.92,2023,5,2,May,5,Saturday,3,True,No Discount,42.5
1750,US-1082,2023-05-16,2023-05-19,Second Class,CG-00324,Customer 324,Corporate,United States,Pennsylvania,Pennsylvania,61173,East,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,22.65,4,0.05,4.67,2023,5,2,May,1,Tuesday,3,True,Low (0-10%),20.62
1751,US-0924,2023-05-17,2023-05-24,Standard Class,CG-00069,Customer 69,Home Office,United States,Colorado,Colorado,35287,West,FUR-TEC-0085,Technology,Phones,Phones Model 5,1381.73,4,0.0,548.08,2023,5,2,May,2,Wednesday,7,True,No Discount,39.67
1752,US-0924,2023-05-17,2023-05-24,Standard Class,CG-00069,Customer 69,Home Office,United States,Colorado,Colorado,19814,West,FUR-OFF-0048,Office Supplies,Labels,Labels Model 3,34.08,3,0.0,7.96,2023,5,2,May,2,Wednesday,7,True,No Discount,23.36
1753,US-0924,2023-05-17,2023-05-24,Standard Class,CG-00069,Customer 69,Home Office,United States,Colorado,Colorado,54944,West,FUR-TEC-0081,Technology,Phones,Phones Model 1,2783.83,4,0.2,624.15,2023,5,2,May,2,Wednesday,7,True,Medium (10-30%),22.42
1754,US-0924,2023-05-17,2023-05-24,Standard Class,CG-00069,Customer 69,Home Office,United States,Colorado,Colorado,36476,West,FUR-OFF-0026,Office Supplies,Art,Art Model 1,36.3,1,0.1,4.84,2023,5,2,May,2,Wednesday,7,True,Low (0-10%),13.33
1755,US-0708,2023-05-18,2023-05-21,First Class,CG-00172,Customer 172,Consumer,United States,Tennessee,Tennessee,61166,South,FUR-OFF-0042,Office Supplies,Fasteners,Fasteners Model 2,5.18,1,0.05,0.95,2023,5,2,May,3,Thursday,3,True,Low (0-10%),18.34
1756,US-1092,2023-05-18,2023-05-19,First Class,CG-00113,Customer 113,Corporate,United States,Connecticut,Connecticut,58094,East,FUR-OFF-0060,Office Supplies,Storage,Storage Model 5,74.63,2,0.05,4.89,2023,5,2,May,3,Thursday,1,True,Low (0-10%),6.55
1757,US-1092,2023-05-18,2023-05-19,First Class,CG-00113,Customer 113,Corporate,United States,Connecticut,Connecticut,36982,East,FUR-OFF-0049,Office Supplies,Labels,Labels Model 4,10.06,1,0.15,3.22,2023,5,2,May,3,Thursday,1,True,Medium (10-30%),32.01
1758,US-1092,2023-05-18,2023-05-19,First Class,CG-00113,Customer 113,Corporate,United States,Connecticut,Connecticut,38873,East,FUR-OFF-0025,Office Supplies,Appliances,Appliances Model 5,550.92,2,0.05,55.12,2023,5,2,May,3,Thursday,1,True,Low (0-10%),10.01
1759,US-1092,2023-05-18,2023-05-19,First Class,CG-00113,Customer 113,Corporate,United States,Connecticut,Connecticut,72744,East,FUR-OFF-0059,Office Supplies,Storage,Storage Model 4,12.66,1,0.1,1.4,2023,5,2,May,3,Thursday,1,True,Low (0-10%),11.06
1760,US-1092,2023-05-18,2023-05-19,First Class,CG-00113,Customer 113,Corporate,United States,Connecticut,Connecticut,20011,East,FUR-FUR-0003,Furniture,Bookcases,Bookcases Model 3,785.6,2,0.0,-21.05,2023,5,2,May,3,Thursday,1,False,No Discount,-2.68
1761,US-0708,2023-05-18,2023-05-21,First Class,CG-00172,Customer 172,Consumer,United States,Tennessee,Tennessee,71908,South,FUR-OFF-0046,Office Supplies,Labels,Labels Model 1,66.15,5,0.05,4.84,2023,5,2,May,3,Thursday,3,True,Low (0-10%),7.32
1762,US-0888,2023-05-18,2023-05-23,Second Class,CG-00079,Customer 79,Corporate,United States,Utah,Utah,65314,West,FUR-OFF-0058,Office Supplies,Storage,Storage Model 3,23.49,1,0.15,6.93,2023,5,2,May,3,Thursday,5,True,Medium (10-30%),29.5
1763,US-0854,2023-05-19,2023-05-23,Second Class,CG-00054,Customer 54,Home Office,United States,Connecticut,Connecticut,59602,East,FUR-FUR-0010,Furniture,Chairs,Chairs Model 5,1859.37,4,0.2,250.32,2023,5,2,May,4,Friday,4,True,Medium (10-30%),13.46
1764,US-0854,2023-05-19,2023-05-23,Second Class,CG-00054,Customer 54,Home Office,United States,Connecticut,Connecticut,41404,East,FUR-OFF-0039,Office Supplies,Envelopes,Envelopes Model 4,41.4,4,0.05,11.15,2023,5,2,May,4,Friday,4,True,Low (0-10%),26.93
1765,US-0854,2023-05-19,2023-05-23,Second Class,CG-00054,Customer 54,Home Office,United States,Connecticut,Connecticut,89216,East,FUR-TEC-0072,Technology,Copiers,Copiers Model 2,2788.44,2,0.0,905.18,2023,5,2,May,4,Friday,4,True,No Discount,32.46
1766,US-0854,2023-05-19,2023-05-23,Second Class,CG-00054,Customer 54,Home Office,United States,Connecticut,Connecticut,99372,East,FUR-OFF-0022,Office Supplies,Appliances,Appliances Model 2,208.07,2,0.05,54.21,2023,5,2,May,4,Friday,4,True,Low (0-10%),26.05
1767,US-0811,2023-05-21,2023-05-25,Second Class,CG-00316,Customer 316,Consumer,United States,Arizona,Arizona,68422,West,FUR-OFF-0033,Office Supplies,Binders,Binders Model 3,4.76,1,0.0,0.27,2023,5,2,May,6,Sunday,4,True,No Discount,5.67
1768,US-0811,2023-05-21,2023-05-25,Second Class,CG-00316,Customer 316,Consumer,United States,Arizona,Arizona,46102,West,FUR-TEC-0079,Technology,Machines,Machines Model 4,2051.19,2,0.1,829.33,2023,5,2,May,6,Sunday,4,True,Low (0-10%),40.43
1769,US-0946,2023-05-23,2023-05-29,Standard Class,CG-00130,Customer 130,Consumer,United States,Virginia,Virginia,29689,South,FUR-OFF-0046,Office Supplies,Labels,Labels Model 1,25.07,2,0.1,7.87,2023,5,2,May,1,Tuesday,6,True,Low (0-10%),31.39
1770,US-0946,2023-05-23,2023-05-29,Standard Class,CG-00130,Customer 130,Consumer,United States,Virginia,Virginia,91888,South,FUR-FUR-0007,Furniture,Chairs,Chairs Model 2,336.83,4,0.1,81.39,2023,5,2,May,1,Tuesday,6,True,Low (0-10%),24.16
1771,US-0151,2023-05-24,2023-05-27,First Class,CG-00056,Customer 56,Consumer,United States,Texas,Texas,93115,South,FUR-OFF-0036,Office Supplies,Envelopes,Envelopes Model 1,37.53,3,0.0,9.36,2023,5,2,May,2,Wednesday,3,True,No Discount,24.94
1772,US-0601,2023-05-24,2023-05-27,Second Class,CG-00322,Customer 322,Corporate,United States,Tennessee,Tennessee,21481,South,FUR-OFF-0029,Office Supplies,Art,Art Model 4,134.55,5,0.15,42.12,2023,5,2,May,2,Wednesday,3,True,Medium (10-30%),31.3
1773,US-0601,2023-05-24,2023-05-27,Second Class,CG-00322,Customer 322,Corporate,United States,Tennessee,Tennessee,50381,South,FUR-TEC-0085,Technology,Phones,Phones Model 5,345.43,1,0.0,172.15,2023,5,2,May,2,Wednesday,3,True,No Discount,49.84
1774,US-0601,2023-05-24,2023-05-27,Second Class,CG-00322,Customer 322,Corporate,United States,Tennessee,Tennessee,11597,South,FUR-OFF-0021,Office Supplies,Appliances,Appliances Model 1,359.82,1,0.05,39.92,2023,5,2,May,2,Wednesday,3,True,Low (0-10%),11.09
1775,US-0601,2023-05-24,2023-05-27,Second Class,CG-00322,Customer 322,Corporate,United States,Tennessee,Tennessee,66051,South,FUR-FUR-0018,Furniture,Furnishings,Furnishings Model 3,166.93,1,0.0,39.02,2023,5,2,May,2,Wednesday,3,True,No Discount,23.38
1776,US-0399,2023-05-25,2023-06-01,Standard Class,CG-00348,Customer 348,Home Office,United States,Connecticut,Connecticut,73896,East,FUR-OFF-0026,Office Supplies,Art,Art Model 1,34.28,1,0.15,5.97,2023,5,2,May,3,Thursday,7,True,Medium (10-30%),17.42
1777,US-0399,2023-05-25,2023-06-01,Standard Class,CG-00348,Customer 348,Home Office,United States,Connecticut,Connecticut,56544,East,FUR-FUR-0005,Furniture,Bookcases,Bookcases Model 5,292.33,2,0.1,5.11,2023,5,2,May,3,Thursday,7,True,Low (0-10%),1.75
1778,US-0094,2023-05-26,2023-05-27,First Class,CG-00390,Customer 390,Corporate,United States,New York,New York,61505,East,FUR-TEC-0068,Technology,Accessories,Accessories Model 3,485.27,2,0.0,195.69,2023,5,2,May,4,Friday,1,True,No Discount,40.33
1779,US-0201,2023-05-27,2023-06-01,Second Class,CG-00046,Customer 46,Home Office,United States,Utah,Utah,74865,West,FUR-TEC-0066,Technology,Accessories,Accessories Model 1,334.76,2,0.0,52.62,2023,5,2,May,5,Saturday,5,True,No Discount,15.72
1780,US-1088,2023-05-30,2023-06-02,First Class,CG-00223,Customer 223,Corporate,United States,Massachusetts,Massachusetts,26415,East,FUR-OFF-0024,Office Supplies,Appliances,Appliances Model 4,214.94,1,0.1,19.94,2023,5,2,May,1,Tuesday,3,True,Low (0-10%),9.28
1781,US-1088,2023-05-30,2023-06-02,First Class,CG-00223,Customer 223,Corporate,United States,Massachusetts,Massachusetts,16834,East,FUR-TEC-0080,Technology,Machines,Machines Model 5,392.42,1,0.1,81.48,2023,5,2,May,1,Tuesday,3,True,Low (0-10%),20.76
1782,US-0565,2023-06-04,2023-06-07,First Class,CG-00324,Customer 324,Corporate,United States,Pennsylvania,Pennsylvania,92207,East,FUR-OFF-0053,Office Supplies,Paper,Paper Model 3,75.76,2,0.0,5.67,2023,6,2,Jun,6,Sunday,3,True,No Discount,7.48
1783,US-0722,2023-06-04,2023-06-06,Same Day,CG-00279,Customer 279,Consumer,United States,Illinois,Illinois,91836,Central,FUR-FUR-0003,Furniture,Bookcases,Bookcases Model 3,549.92,2,0.3,-25.86,2023,6,2,Jun,6,Sunday,2,False,Medium (10-30%),-4.7
1784,US-0855,2023-06-04,2023-06-10,Standard Class,CG-00067,Customer 67,Consumer,United States,Texas,Texas,69889,South,FUR-OFF-0065,Office Supplies,Supplies,Supplies Model 5,25.38,3,0.0,5.87,2023,6,2,Jun,6,Sunday,6,True,No Discount,23.13
1785,US-0855,2023-06-04,2023-06-10,Standard Class,CG-00067,Customer 67,Consumer,United States,Texas,Texas,28201,South,FUR-OFF-0063,Office Supplies,Supplies,Supplies Model 3,75.82,4,0.1,17.5,2023,6,2,Jun,6,Sunday,6,True,Low (0-10%),23.08
1786,US-0855,2023-06-04,2023-06-10,Standard Class,CG-00067,Customer 67,Consumer,United States,Texas,Texas,79550,South,FUR-FUR-0009,Furniture,Chairs,Chairs Model 4,500.84,1,0.0,13.64,2023,6,2,Jun,6,Sunday,6,True,No Discount,2.72
1787,US-0558,2023-06-05,2023-06-12,Standard Class,CG-00156,Customer 156,Home Office,United States,Arizona,Arizona,75161,West,FUR-OFF-0042,Office Supplies,Fasteners,Fasteners Model 2,16.37,3,0.0,2.26,2023,6,2,Jun,0,Monday,7,True,No Discount,13.81
1788,US-0074,2023-06-07,2023-06-13,Standard Class,CG-00342,Customer 342,Home Office,United States,Massachusetts,Massachusetts,69250,East,FUR-FUR-0006,Furniture,Chairs,Chairs Model 1,167.0,1,0.0,28.87,2023,6,2,Jun,2,Wednesday,6,True,No Discount,17.29
1789,US-1021,2023-06-08,2023-06-14,Standard Class,CG-00271,Customer 271,Consumer,United States,New Jersey,New Jersey,13838,East,FUR-OFF-0033,Office Supplies,Binders,Binders Model 3,19.03,4,0.0,6.37,2023,6,2,Jun,3,Thursday,6,True,No Discount,33.47
1790,US-1021,2023-06-08,2023-06-14,Standard Class,CG-00271,Customer 271,Consumer,United States,New Jersey,New Jersey,59008,East,FUR-TEC-0083,Technology,Phones,Phones Model 3,728.71,2,0.0,345.63,2023,6,2,Jun,3,Thursday,6,True,No Discount,47.43
1791,US-1049,2023-06-08,2023-06-14,Standard Class,CG-00251,Customer 251,Consumer,United States,New York,New York,75395,East,FUR-OFF-0039,Office Supplies,Envelopes,Envelopes Model 4,10.9,1,0.0,3.42,2023,6,2,Jun,3,Thursday,6,True,No Discount,31.38
1792,US-1049,2023-06-08,2023-06-14,Standard Class,CG-00251,Customer 251,Consumer,United States,New York,New York,47802,East,FUR-OFF-0035,Office Supplies,Binders,Binders Model 5,82.86,3,0.05,24.39,2023,6,2,Jun,3,Thursday,6,True,Low (0-10%),29.44
1793,US-0526,2023-06-09,2023-06-15,Standard Class,CG-00015,Customer 15,Consumer,United States,Virginia,Virginia,77195,South,FUR-FUR-0008,Furniture,Chairs,Chairs Model 3,559.71,1,0.2,65.75,2023,6,2,Jun,4,Friday,6,True,Medium (10-30%),11.75
1794,US-0526,2023-06-09,2023-06-15,Standard Class,CG-00015,Customer 15,Consumer,United States,Virginia,Virginia,53452,South,FUR-FUR-0008,Furniture,Chairs,Chairs Model 3,1958.97,4,0.3,31.72,2023,6,2,Jun,4,Friday,6,True,Medium (10-30%),1.62
1795,US-0412,2023-06-09,2023-06-12,First Class,CG-00032,Customer 32,Consumer,United States,Georgia,Georgia,45235,South,FUR-OFF-0060,Office Supplies,Storage,Storage Model 5,66.78,2,0.15,9.84,2023,6,2,Jun,4,Friday,3,True,Medium (10-30%),14.73
1796,US-0547,2023-06-11,2023-06-15,Second Class,CG-00293,Customer 293,Corporate,United States,Minnesota,Minnesota,19229,Central,FUR-OFF-0036,Office Supplies,Envelopes,Envelopes Model 1,12.51,1,0.0,2.61,2023,6,2,Jun,6,Sunday,4,True,No Discount,20.86
1797,US-0547,2023-06-11,2023-06-15,Second Class,CG-00293,Customer 293,Corporate,United States,Minnesota,Minnesota,68442,Central,FUR-OFF-0055,Office Supplies,Paper,Paper Model 5,49.26,2,0.05,16.06,2023,6,2,Jun,6,Sunday,4,True,Low (0-10%),32.6
1798,US-0746,2023-06-12,2023-06-12,Same Day,CG-00213,Customer 213,Corporate,United States,New York,New York,22942,East,FUR-OFF-0047,Office Supplies,Labels,Labels Model 2,6.85,1,0.1,2.36,2023,6,2,Jun,0,Monday,0,True,Low (0-10%),34.45
1799,US-0069,2023-06-13,2023-06-14,Same Day,CG-00304,Customer 304,Home Office,United States,Arizona,Arizona,19835,West,FUR-TEC-0084,Technology,Phones,Phones Model 4,331.14,3,0.0,121.93,2023,6,2,Jun,1,Tuesday,1,True,No Discount,36.82
1800,US-0069,2023-06-13,2023-06-14,Same Day,CG-00304,Customer 304,Home Office,United States,Arizona,Arizona,57619,West,FUR-OFF-0048,Office Supplies,Labels,Labels Model 3,20.45,2,0.1,6.74,2023,6,2,Jun,1,Tuesday,1,True,Low (0-10%),32.96
1801,US-0489,2023-06-15,2023-06-15,Same Day,CG-00237,Customer 237,Corporate,United States,Illinois,Illinois,72193,Central,FUR-FUR-0011,Furniture,Tables,Tables Model 1,451.4,3,0.2,46.2,2023,6,2,Jun,3,Thursday,0,True,Medium (10-30%),10.23
1802,US-0448,2023-06-15,2023-06-17,Same Day,CG-00383,Customer 383,Home Office,United States,Colorado,Colorado,52390,West,FUR-FUR-0003,Furniture,Bookcases,Bookcases Model 3,314.24,1,0.2,-14.95,2023,6,2,Jun,3,Thursday,2,False,Medium (10-30%),-4.76
1803,US-0095,2023-06-16,2023-06-18,First Class,CG-00162,Customer 162,Corporate,United States,Wisconsin,Wisconsin,79774,Central,FUR-FUR-0006,Furniture,Chairs,Chairs Model 1,233.79,2,0.3,-52.56,2023,6,2,Jun,4,Friday,2,False,Medium (10-30%),-22.48
1804,US-0095,2023-06-16,2023-06-18,First Class,CG-00162,Customer 162,Corporate,United States,Wisconsin,Wisconsin,49294,Central,FUR-OFF-0049,Office Supplies,Labels,Labels Model 4,20.13,2,0.15,4.01,2023,6,2,Jun,4,Friday,2,True,Medium (10-30%),19.92
1805,US-0635,2023-06-17,2023-06-19,First Class,CG-00059,Customer 59,Home Office,United States,California,California,26803,West,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,5.96,1,0.0,1.94,2023,6,2,Jun,5,Saturday,2,True,No Discount,32.55
1806,US-0557,2023-06-20,2023-06-27,Standard Class,CG-00281,Customer 281,Corporate,United States,Connecticut,Connecticut,69793,East,FUR-OFF-0036,Office Supplies,Envelopes,Envelopes Model 1,37.53,3,0.0,13.05,2023,6,2,Jun,1,Tuesday,7,True,No Discount,34.77
1807,US-0557,2023-06-20,2023-06-27,Standard Class,CG-00281,Customer 281,Corporate,United States,Connecticut,Connecticut,50283,East,FUR-OFF-0022,Office Supplies,Appliances,Appliances Model 2,109.51,1,0.0,23.14,2023,6,2,Jun,1,Tuesday,7,True,No Discount,21.13
1808,US-0339,2023-06-20,2023-06-27,Standard Class,CG-00124,Customer 124,Corporate,United States,Wisconsin,Wisconsin,47989,Central,FUR-TEC-0084,Technology,Phones,Phones Model 4,441.52,4,0.0,177.04,2023,6,2,Jun,1,Tuesday,7,True,No Discount,40.1
1809,US-0339,2023-06-20,2023-06-27,Standard Class,CG-00124,Customer 124,Corporate,United States,Wisconsin,Wisconsin,56884,Central,FUR-TEC-0069,Technology,Accessories,Accessories Model 4,94.86,3,0.0,17.31,2023,6,2,Jun,1,Tuesday,7,True,No Discount,18.25
1810,US-0723,2023-06-20,2023-06-23,First Class,CG-00231,Customer 231,Home Office,United States,New York,New York,35859,East,FUR-OFF-0024,Office Supplies,Appliances,Appliances Model 4,644.83,3,0.1,46.86,2023,6,2,Jun,1,Tuesday,3,True,Low (0-10%),7.27
1811,US-0002,2023-06-22,2023-06-25,First Class,CG-00045,Customer 45,Corporate,United States,Virginia,Virginia,93283,South,FUR-FUR-0008,Furniture,Chairs,Chairs Model 3,1399.26,2,0.0,-41.81,2023,6,2,Jun,3,Thursday,3,False,No Discount,-2.99
1812,US-0630,2023-06-27,2023-06-30,Second Class,CG-00218,Customer 218,Home Office,United States,Utah,Utah,74258,West,FUR-OFF-0044,Office Supplies,Fasteners,Fasteners Model 4,8.27,1,0.1,1.11,2023,6,2,Jun,1,Tuesday,3,True,Low (0-10%),13.42
1813,US-0630,2023-06-27,2023-06-30,Second Class,CG-00218,Customer 218,Home Office,United States,Utah,Utah,71082,West,FUR-FUR-0002,Furniture,Bookcases,Bookcases Model 2,768.46,2,0.2,74.39,2023,6,2,Jun,1,Tuesday,3,True,Medium (10-30%),9.68
1814,US-0828,2023-07-01,2023-07-06,Standard Class,CG-00189,Customer 189,Corporate,United States,New Jersey,New Jersey,75480,East,FUR-OFF-0025,Office Supplies,Appliances,Appliances Model 5,492.93,2,0.15,136.76,2023,7,3,Jul,5,Saturday,5,True,Medium (10-30%),27.74
1815,US-0828,2023-07-01,2023-07-06,Standard Class,CG-00189,Customer 189,Corporate,United States,New Jersey,New Jersey,32473,East,FUR-FUR-0001,Furniture,Bookcases,Bookcases Model 1,524.61,3,0.3,59.2,2023,7,3,Jul,5,Saturday,5,True,Medium (10-30%),11.28
1816,US-0828,2023-07-01,2023-07-06,Standard Class,CG-00189,Customer 189,Corporate,United States,New Jersey,New Jersey,80278,East,FUR-OFF-0027,Office Supplies,Art,Art Model 2,69.93,5,0.0,15.33,2023,7,3,Jul,5,Saturday,5,True,No Discount,21.92
1817,US-0738,2023-07-03,2023-07-05,First Class,CG-00077,Customer 77,Corporate,United States,Florida,Florida,80909,South,FUR-TEC-0070,Technology,Accessories,Accessories Model 5,1184.79,4,0.0,241.88,2023,7,3,Jul,0,Monday,2,True,No Discount,20.42
1818,US-0967,2023-07-05,2023-07-12,Standard Class,CG-00394,Customer 394,Corporate,United States,Ohio,Ohio,31108,Central,FUR-OFF-0028,Office Supplies,Art,Art Model 3,28.14,1,0.0,9.7,2023,7,3,Jul,2,Wednesday,7,True,No Discount,34.47
